id,registered_date,permit_expires,street_address,owner_name,owner_address,owner_city,owner_state,owner_zip,agent_name,agent_address,agent_zip,building_type,property_type,building_num,unit_num,bedrooms,occup_load,efficiency,sleep_room
6918,2002-07-21,2022-02-23,1506 S Clifton AVE,"Podsakoff, Nathan P.",3310 E. Edgemont St.,Tucson,AZ,85716,Parker Real Estate Management,P O Box 1112,47402,Single-Family,House,1,,2,3,"",""
6930,2002-07-22,2022-08-15,1418 S Palmer AVE,Estate Of Walter Maynard (Rose Marie Carnes),1027 Landon Lane,Arnold,MD,21012,Jeanne Walters Real Estate,107 E. 6th St.,47408,Single-Family,,1,,3,3,"",""
78,1978-06-27,2022-07-26,120 N Bryan AVE,Danny Hogg,5309 Mecklenburg Rd.,Greensboro,NC,27407,Daniel Miller,P.O. Box 1641,47402,Single-Family,House,1,,4,4,"",""
6926,2002-07-16,2024-06-20,208 S Hillsdale DR,Athena Hrisomalos,228 S Hillsdale Court,Bloomington,IN,47408,Olympus Properties,2620 N. Walnut Street Suite 1000,47408,Single-Family,House,1,,3,3,"",""
6812,2002-07-09,2022-07-13,1118 S Woodlawn AVE,Richard E. Deckard,P.O. Box 110,Bloomington,IN,47402,No Agent,,,Single-Family,House,1,,4,3,"",""
6937,2002-05-21,2023-09-20,311 S Muller PKWY,Jsa Investments,1600 A Street Ne Suite 12,Linton,IN,47441,No Agent,,,Single-Family,,1,,3,5,"",""
6940,2002-08-07,2024-03-28,1336 S College Mall RD,Ann Linn,"86 Lane 7, Mingsen Road",Pintung City 900,TW,,Pyramid Properties,P.O. Box 1745,47402,Single-Family,Condo,1,,2,5,"",""
6941,2002-08-08,2022-01-31,1313 E Matlock RD,Cream & Crimson Management Llc,3732 E. Commodore Trail,Bloomington,IN,47408,No Agent,,,Single-Family,House,1,,3,3,"",""
6942,2002-08-05,2022-04-19,935 W 6th ST,"King, David M.",7202 E. Pine Grove Road,Bloomington,IN,47401,No Agent,,,Single-Family,House,1,,3,3,"",""
3609,1991-09-17,2021-11-16,600 S Woodlawn AVE,"White, Joan Foor",616 S. Woodlawn Ave.,Bloomington,IN,47401,No Agent,,,Single-Family,House,1,,3,3,"",""
1587,1975-10-11,2022-02-22,518 S Park AVE,Andrew & Stephanie Eyster,1648 E Durham Drive,Martinsville,IN,46151,No Agent,,,Single-Family,House,1,,4,5,"",""
6944,2002-08-08,2021-12-20,1104 S Park AVE,"Groves, Daniel L.",1340 That Road,Bloomington,IN,47403,No Agent,,,Single-Family,House,1,,3,3,"",""
9688,2011-08-05,2021-09-05,819 W Kirkwood AVE,"Havill, Andrea C.",511 S. Anita Street,Bloomington,IN,47401,"B-Town Real Estate, Llc",1420 S Walnut St,47401,Single-Family,,1,,4,3,"",""
9686,2011-08-05,2023-01-04,1413 S Dunn ST,"Cohen, Ruth",1412 South Dunn Street,Bloomington,IN,47401,No Agent,,,Single-Family,House,1,,3,3,"",""
9069,2009-08-11,2022-03-31,1309 N Lismore DR,"Crescent Pointe Housing Partners, L.P.","3333 Founders Road, Suite 120",Indianapolis,IN,46268,"Crestline Property Management, Llc","3333 Founders Road, Suite 120",46268,Single-Family,,1,,2,3,"",""
9073,2009-08-11,2021-11-28,1329 N Lismore DR,"Crescent Pointe Housing Partners, L.P.","3333 Founders Road, Suite 120",Indianapolis,IN,46268,"Crestline Property Management, Llc","3333 Founders Road, Suite 120",46268,Single-Family,,1,,3,3,"",""
9085,2009-08-11,2021-11-28,1840 W Marquis DR,"Crescent Pointe Housing Partners, L.P.","3333 Founders Road, Suite 120",Indianapolis,IN,46268,"Crestline Property Management, Llc","3333 Founders Road, Suite 120",46268,Single-Family,,1,,2,3,"",""
9096,2009-08-11,2022-03-31,1272 N Lismore DR,"Crescent Pointe Housing Partners, L.P.","3333 Founders Road, Suite 120",Indianapolis,IN,46268,"Crestline Property Management, Llc","3333 Founders Road, Suite 120",46268,Single-Family,,1,,3,3,"",""
8975,2003-08-20,2023-09-14,3179 E Covenanter DR,Hays Building Llc,3321 S. Cheekwood Lane,Bloomington,IN,47401,"Renaissance Rentals, Llc",3321 S. Cheekwood Lane,47401,Single-Family,Condo,1,,1,5,"",""
8876,2008-09-05,2023-09-14,996 S Clarizz BLVD,Hays Building Llc,3321 S. Cheekwood Lane,Bloomington,IN,47401,"Renaissance Rentals, Llc",3321 S. Cheekwood Lane,47401,Single-Family,Condo,1,,1,5,"",""
8929,2003-03-28,2023-06-18,3084 E Covenanter DR,"Renaissance Rentals, Llc",3321 S. Cheekwood Lane,Bloomington,IN,47401,No Agent,,,Single-Family,,1,,1,5,"",""
9102,2009-02-20,2024-01-16,529 W Dogwood LN,"Cartwright, Alexander B. & Donna T.",2927 Bankers Drive,Bloomington,IN,47408,No Agent,,,Single-Family,,1,,3,3,"",""
9127,2009-03-16,2023-10-10,3811 E Cobble Creek DR,"Johnson, Mark & Susan",553 N. Hickory Hills Drive,Columbus,IN,47201,No Agent,,,Single-Family,,1,,3,3,"",""
9134,2009-08-11,2022-03-31,1860 W Marquis DR,"Crescent Pointe Housing Partners, L.P.","3333 Founders Road, Suite 120",Indianapolis,IN,46268,"Crestline Property Management, Llc","3333 Founders Road, Suite 120",46268,Single-Family,,1,,3,3,"",""
9135,2009-08-11,2023-04-22,1850 W Marquis DR,"Crescent Pointe Housing Partners, L.P.","3333 Founders Road, Suite 120",Indianapolis,IN,46268,"Crestline Property Management, Llc","3333 Founders Road, Suite 120",46268,Single-Family,,1,,3,3,"",""
9138,2009-08-11,2022-03-31,1801 W Marquis DR,"Crescent Pointe Housing Partners, L.P.","3333 Founders Road, Suite 120",Indianapolis,IN,46268,"Crestline Property Management, Llc","3333 Founders Road, Suite 120",46268,Single-Family,,1,,2,3,"",""
9139,2009-08-11,2022-03-31,1751 W Marquis DR,"Crescent Pointe Housing Partners, L.P.","3333 Founders Road, Suite 120",Indianapolis,IN,46268,"Crestline Property Management, Llc","3333 Founders Road, Suite 120",46268,Single-Family,,1,,3,3,"",""
9143,2009-08-11,2022-03-31,1318 N Crescent RD,"Crescent Pointe Housing Partners, L.P.","3333 Founders Road, Suite 120",Indianapolis,IN,46268,"Crestline Property Management, Llc","3333 Founders Road, Suite 120",46268,Single-Family,,1,,3,3,"",""
9145,2009-08-11,2021-11-28,1270 N Crescent RD,"Crescent Pointe Housing Partners, L.P.","3333 Founders Road, Suite 120",Indianapolis,IN,46268,"Crestline Property Management, Llc","3333 Founders Road, Suite 120",46268,Single-Family,,1,,2,3,"",""
9147,2009-08-11,2021-11-28,1211 N Glandore DR,"Crescent Pointe Housing Partners, L.P.","3333 Founders Road, Suite 120",Indianapolis,IN,46268,"Crestline Property Management, Llc","3333 Founders Road, Suite 120",46268,Single-Family,,1,,3,3,"",""
9157,2009-08-11,2021-11-28,1821 W 17th ST,"Crescent Pointe Housing Partners, L.P.","3333 Founders Road, Suite 120",Indianapolis,IN,46268,"Crestline Property Management, Llc","3333 Founders Road, Suite 120",46268,Single-Family,,1,,2,3,"",""
9158,2009-08-11,2022-03-31,1212 N Crescent RD,"Crescent Pointe Housing Partners, L.P.","3333 Founders Road, Suite 120",Indianapolis,IN,46268,"Crestline Property Management, Llc","3333 Founders Road, Suite 120",46268,Single-Family,,1,,2,3,"",""
9159,2009-08-11,2021-11-28,1218 N Crescent RD,"Crescent Pointe Housing Partners, L.P.","3333 Founders Road, Suite 120",Indianapolis,IN,46268,"Crestline Property Management, Llc","3333 Founders Road, Suite 120",46268,Single-Family,,1,,2,3,"",""
9163,2009-08-11,2022-03-31,1262 N Lismore DR,"Crescent Pointe Housing Partners, L.P.","3333 Founders Road, Suite 120",Indianapolis,IN,46268,"Crestline Property Management, Llc","3333 Founders Road, Suite 120",46268,Single-Family,,1,,3,3,"",""
9164,2009-08-11,2022-03-31,1771 W Marquis DR,"Crescent Pointe Housing Partners, L.P.","3333 Founders Road, Suite 120",Indianapolis,IN,46268,"Crestline Property Management, Llc","3333 Founders Road, Suite 120",46268,Single-Family,,1,,3,3,"",""
9165,2009-08-11,2021-11-28,1781 W Marquis DR,"Crescent Pointe Housing Partners, L.P.","3333 Founders Road, Suite 120",Indianapolis,IN,46268,"Crestline Property Management, Llc","3333 Founders Road, Suite 120",46268,Single-Family,,1,,3,3,"",""
9166,2009-03-27,2021-09-13,3711 N Kinser PIKE,Dathan Schmidt,3711 N Kinser Pike,Bloomington,IN,47404,No Agent,,,Single-Family,,1,,3,3,"",""
9168,2009-04-03,2021-08-24,905 S Eastside DR,"Ribat, Jean-Bertrand",907 S. Rolling Rock Drive,Bloomington,IN,47403-2120,"Hensinger, Michael S.",907 S. Rolling Rock Drive,47403,Single-Family,,1,,3,3,"",""
9170,2009-04-21,2022-05-20,607 E Moody DR,Qiao Zhao,4301 E Janet Drive,Bloomington,IN,47401,Ivy Hsia (Ivysellsrealty),885 S. College Mall Rd #121,47401,Single-Family,,1,,3,3,"",""
9178,2009-05-08,2023-05-29,811 W Ralston DR,Larry L. Williams,815 Ralston Dr.,Bloomington,IN,47403,No Agent,,,Single-Family,,1,,3,3,"",""
9188,2009-06-05,2024-01-14,632 E Sherwood Hills DR,"Waitman, Grace Regina",39 Queens Brook Place,St. Louis,MO,63132,"Waitman, Patricia",632 E. Sherwood Hills Drive,47401,Single-Family,Condo,1,,2,5,"",""
5551,1998-08-07,2022-07-11,3242 S Walnut Springs DR,Andrew Held,770 3rd Ave. S.W.,Carmel,IN,46032,Timothy Roberts,3296 Walnut Springs Dr.,47401,Single-Family,Condo,1,,3,5,"",""
5553,1998-08-07,2024-02-05,3244 S Walnut Springs DR,Andrew Held,770 3rd Ave. S.W.,Carmel,IN,46032,Timothy Roberts,3296 Walnut Springs Dr.,47401,Single-Family,Condo,1,,2,5,"",""
6325,2000-04-20,2024-07-30,3649 E Morningside DR,"Timarron Real Estate, Llc.",Po Box 796,Carmel,IN,46082,No Agent,,,Single-Family,House,1,,5,3,"",""
698,1988-03-08,2021-09-20,903 S Henderson ST,"Davis, Georgia",5151 Gifford Rd.,Bloomington,IN,47403,Sarge Rentals,"627 N. Morton Street, Suite 204",47404,Single-Family,House,1,,3,3,"",""
6489,2000-10-06,2022-06-06,361 S Madison ST,"Kahn, Raymond",3-16-6 Nishihara,"Shibuya-Ku, Tokyo",JP,151-0066,Choice Realty & Management,1715 S. Walnut Street,47401,Single-Family,House,1,,2,5,"",""
248,1973-04-04,2023-04-13,711 E Cottage Grove AVE,Ppf Company,9019 N. Garfield Ave.,Kansas City,MO,64155,Costley & Co. Rental Mgmt. Inc.,P.O. Box 5925,47407,Single-Family,House,1,,3,3,"",""
6509,2000-10-20,2023-06-21,1025 E Chris LN,Jeffery Jones,3929 W. Roll Ave,Bloomington,IN,47403,Rita Foddrill,3006-A Ted Jones Drive,47421,Single-Family,House,1,,5,3,"",""
3525,1991-04-24,2021-10-16,409 E 9th ST,"Fierst Rentals Llc, Roger & Ann Fierst",2202 S. Belhaven Court,Bloomington,IN,47401,"Fierst Rentals Llc, Dan P. Fierst",Po Box 1288,47402,Single-Family,House,1,,5,5,"",""
6513,2001-07-26,2022-04-25,536 S Lincoln ST,Atlantis Properties Asset Management Company Llc,786 Latitude Circle,Chattanooga,TN,37402,Sean Gillenwater,305 E Lookout Lane,47408,Single-Family,,1,,5,5,"",""
7645,2004-06-29,2024-07-16,113 E 1st ST,"Baldwin, Timothy",3715 E Exeter Lane,Bloomington,IN,47408,No Agent,,,Single-Family,House,1,,4,3,"",""
7645,2004-06-29,2024-07-16,113 E 1st ST,Tcb Partners - Tom Lillis,P.O. Box 353,Bloomington,IN,47402,No Agent,,,Single-Family,House,1,,4,3,"",""
6520,2002-04-02,2022-07-25,904 S Madison ST,"Romaine, Sharlyn J.",3200 Inverness Farms,Bloomington,IN,47401,No Agent,,,Single-Family,,1,,3,5,"",""
6783,2004-04-15,2024-01-24,408 W Watson ST,No Agent,,,,,No Agent,,,Single-Family,House,1,,3,3,"",""
6783,2004-04-15,2024-01-24,408 W Watson ST,"Rose, David A.",5098 W. Fowler Rd,Bloomington,IN,47403,No Agent,,,Single-Family,House,1,,3,3,"",""
7419,2004-02-11,2021-11-30,2548 E Eastgate LN,"Koppineni, Rambabu",211 E. Burks Drive,Bloomington,IN,47401,No Agent,,,Single-Family,House,1,,4,3,"",""
7371,2004-02-04,2023-06-22,328 S Arbutus DR,"Kooy, Glen & Janet",19345 Freemont Moore Rd,Sheridan,IN,46069,Brawley Property Management,Po Box 5543,47407,Single-Family,House,1,,4,3,"",""
7648,2004-07-14,2024-03-19,612 S Henderson ST,"Kahn, Raymond",3-16-6 Nishihara,"Shibuya-Ku, Tokyo",JP,151-0066,Choice Realty & Management,1715 S. Walnut Street,47401,Single-Family,House,1,,3,3,"",""
1973,1978-11-22,2022-04-16,1005 S Madison ST,Marc J. Mccay,2671 Barrington Dr.,Toledo,OH,43606,Choice Realty & Management,1715 S. Walnut Street,47401,Single-Family,House,1,,3,3,"",""
6905,2002-06-10,2021-10-12,829 W Rosewood DR,"Balliet, Lee & Eileen",909 Parkridge Ct.,Bloomington,IN,47408,No Agent,,,Single-Family,House,1,,4,3,"",""
8559,2007-01-25,2023-06-25,1300 S Woodlawn AVE,Tom & Kenda Jochim,10378 E. Spring Hill Road,Bloomfield,IN,47424,No Agent,,,Single-Family,,1,,2,3,"",""
8565,2007-04-26,2023-09-06,1034 W 12th ST,Timothy & Tamera Anderson,5080 E. County Road 350 South,Plainfield,IN,46168,No Agent,,,Single-Family,,1,,4,3,"",""
8428,2006-09-09,2021-12-29,612 E University ST,Avery Thatcher I I I,715 S. Henderson Street,Bloomington,IN,47401,Jeanne Walters Real Estate,107 E. 6th St.,47408,Single-Family,House,1,,3,3,"",""
6477,2000-10-26,2023-08-16,649 S Walker ST,"B & L Rentals, Llc.",612 W. Kirkwood Avenue,Bloomington,IN,47404,"Weiger, Brent D.",P.O. Box 198,47426,Single-Family,House,1,,2,5,"",""
6482,2000-09-14,2022-08-20,534 S Lincoln ST,Atlantis Properties Asset Management Company Llc,786 Latitude Circle,Chattanooga,TN,37402,Sean Gillenwater,305 E Lookout Lane,47408,Single-Family,House,1,,5,5,"",""
6346,2000-05-01,2022-01-28,1301 W Woodhill DR,Jeffery Jones,3929 W. Roll Ave,Bloomington,IN,47403,Rita Foddrill,3006-A Ted Jones Drive,47421,Single-Family,House,1,,4,3,"",""
8446,2006-10-03,2022-03-14,1319 W 6th ST,Norman A. Ladd,306 1/2 S Fairview St,Bloomington,IN,47403,Simon N. Ladd,306 1/2 S. Fairview Street,47403,Single-Family,House,1,,1,3,"",""
8450,1974-03-02,2021-12-15,203 S Clark ST,John D. & Stacy R. Hayes,8521 W. Hinds Road,Bloomington,IN,47403,No Agent,,,Single-Family,House,1,,3,3,"",""
8462,2006-10-27,2023-09-21,2418 E 4th ST,"Hahn, Chun-Fang Bettina",P.O. Box 7961,Bloomington,IN,47407,No Agent,,,Single-Family,,1,,3,3,"",""
8465,2006-12-26,2022-03-08,904 W 3rd ST,John E. Vitello,217 S. Maple,Bloomington,IN,47404,No Agent,,,Single-Family,House,1,,2,3,"",""
8354,2006-09-22,2022-02-16,1624 E 3rd ST,Pars Llc,P.O. Box 22,Bloomington,IN,47402,Reza Kaffash,P.O. Box 22,47402,Single-Family,House,1,,3,3,"",""
8484,1996-10-21,2022-06-22,454 E Melrose AVE,Hunter Regency Court Properties Llc,2201 Main Street,Evanston,IL,60202,Tracey B Walker,1200 Rolling Ridge Way - Office,47403,,Condo,1,,4,5,"",""
8485,1996-10-21,2022-06-22,456 E Melrose AVE,Hunter Regency Court Properties Llc,2201 Main Street,Evanston,IL,60202,Tracey B Walker,1200 Rolling Ridge Way - Office,47403,,Condo,1,,4,5,"",""
8486,1996-10-21,2022-04-05,458 E Melrose AVE,Hunter Regency Court Properties Llc,2201 Main Street,Evanston,IL,60202,Tracey B Walker,1200 Rolling Ridge Way - Office,47403,,Condo,1,,4,5,"",""
8487,1996-10-21,2022-06-22,460 E Melrose AVE,Hunter Regency Court Properties Llc,2201 Main Street,Evanston,IL,60202,Tracey B Walker,1200 Rolling Ridge Way - Office,47403,Single-Family,Condo,1,,4,5,"",""
8488,1996-10-21,2022-06-22,462 E Melrose AVE,Hunter Regency Court Properties Llc,2201 Main Street,Evanston,IL,60202,Tracey B Walker,1200 Rolling Ridge Way - Office,47403,Single-Family,Condo,1,,4,5,"",""
8489,1996-10-21,2022-06-05,464 E Melrose AVE,Hunter Regency Court Properties Llc,2201 Main Street,Evanston,IL,60202,Tracey B Walker,1200 Rolling Ridge Way - Office,47403,Single-Family,Condo,1,,4,5,"",""
8491,1996-10-21,2022-06-22,466 E Melrose AVE,Hunter Regency Court Properties Llc,2201 Main Street,Evanston,IL,60202,Tracey B Walker,1200 Rolling Ridge Way - Office,47403,Single-Family,Condo,1,,4,5,"",""
8493,2002-07-31,2023-05-02,363 E Melrose AVE,Hunter Regency Court Properties Llc,2201 Main Street,Evanston,IL,60202,Tracey B Walker,1200 Rolling Ridge Way - Office,47403,,Condo,1,,1,5,"",""
8494,2002-07-31,2024-03-01,365 E Melrose AVE,Hunter Regency Court Properties Llc,2201 Main Street,Evanston,IL,60202,Tracey B Walker,1200 Rolling Ridge Way - Office,47403,Single-Family,Condo,1,,1,5,"",""
8495,2002-07-31,2023-05-02,367 E Melrose AVE,Hunter Regency Court Properties Llc,2201 Main Street,Evanston,IL,60202,Tracey B Walker,1200 Rolling Ridge Way - Office,47403,,Condo,1,,1,5,"",""
8496,2002-07-31,2024-03-01,369 E Melrose AVE,Hunter Regency Court Properties Llc,2201 Main Street,Evanston,IL,60202,Tracey B Walker,1200 Rolling Ridge Way - Office,47403,Single-Family,Condo,1,,1,5,"",""
8499,2002-07-31,2023-05-02,373 E Melrose AVE,Hunter Regency Court Properties Llc,2201 Main Street,Evanston,IL,60202,Tracey B Walker,1200 Rolling Ridge Way - Office,47403,,Condo,1,,1,5,"",""
8500,2002-07-31,2023-08-10,375 E Melrose AVE,Hunter Regency Court Properties Llc,2201 Main Street,Evanston,IL,60202,Tracey B Walker,1200 Rolling Ridge Way - Office,47403,,Condo,1,,1,5,"",""
8501,2002-07-31,2024-03-01,377 E Melrose AVE,Hunter Regency Court Properties Llc,2201 Main Street,Evanston,IL,60202,Tracey B Walker,1200 Rolling Ridge Way - Office,47403,Single-Family,Condo,1,,1,5,"",""
8502,2002-07-21,2023-05-02,379 E Melrose AVE,Hunter Regency Court Properties Llc,2201 Main Street,Evanston,IL,60202,Tracey B Walker,1200 Rolling Ridge Way - Office,47403,,Condo,1,,1,5,"",""
8503,2002-07-31,2024-07-11,381 E Melrose AVE,Hunter Regency Court Properties Llc,2201 Main Street,Evanston,IL,60202,Tracey B Walker,1200 Rolling Ridge Way - Office,47403,Single-Family,Condo,1,,1,5,"",""
8504,2002-07-31,2023-05-02,383 E Melrose AVE,Hunter Regency Court Properties Llc,2201 Main Street,Evanston,IL,60202,Tracey B Walker,1200 Rolling Ridge Way - Office,47403,,Condo,1,,1,5,"",""
8505,2002-07-31,2023-05-02,385 E Melrose AVE,Hunter Regency Court Properties Llc,2201 Main Street,Evanston,IL,60202,Tracey B Walker,1200 Rolling Ridge Way - Office,47403,,Condo,1,,1,5,"",""
8506,2002-07-31,2023-05-02,387 E Melrose AVE,Hunter Regency Court Properties Llc,2201 Main Street,Evanston,IL,60202,Tracey B Walker,1200 Rolling Ridge Way - Office,47403,,Condo,1,,1,5,"",""
8507,2002-07-31,2023-05-02,389 E Melrose AVE,Hunter Regency Court Properties Llc,2201 Main Street,Evanston,IL,60202,Tracey B Walker,1200 Rolling Ridge Way - Office,47403,,Condo,1,,1,5,"",""
8508,2002-07-31,2023-05-02,391 E Melrose AVE,Hunter Regency Court Properties Llc,2201 Main Street,Evanston,IL,60202,Tracey B Walker,1200 Rolling Ridge Way - Office,47403,,Condo,1,,1,5,"",""
8509,2001-08-13,2021-09-25,342 E Melrose AVE,Hunter Regency Court Properties Llc,2201 Main Street,Evanston,IL,60202,Tracey B Walker,1200 Rolling Ridge Way - Office,47403,,Condo,1,,1,5,"",""
8510,2001-08-13,2024-04-18,344 E Melrose AVE,Hunter Regency Court Properties Llc,2201 Main Street,Evanston,IL,60202,Tracey B Walker,1200 Rolling Ridge Way - Office,47403,Single-Family,Condo,1,,1,5,"",""
8511,1998-01-09,2023-09-25,446 E Melrose AVE,Hunter Regency Court Properties Llc,2201 Main Street,Evanston,IL,60202,Tracey B Walker,1200 Rolling Ridge Way - Office,47403,Single-Family,Condo,1,,3,5,"",""
8516,2001-08-13,2021-09-25,346 E Melrose AVE,Hunter Regency Court Properties Llc,2201 Main Street,Evanston,IL,60202,Tracey B Walker,1200 Rolling Ridge Way - Office,47403,,Condo,1,,1,5,"",""
8517,2001-08-13,2023-05-02,348 E Melrose AVE,Hunter Regency Court Properties Llc,2201 Main Street,Evanston,IL,60202,Tracey B Walker,1200 Rolling Ridge Way - Office,47403,,Condo,1,,1,5,"",""
8519,2001-08-13,2021-09-25,350 E Melrose AVE,Hunter Regency Court Properties Llc,2201 Main Street,Evanston,IL,60202,Tracey B Walker,1200 Rolling Ridge Way - Office,47403,,Condo,1,,1,5,"",""
8520,2001-08-13,2023-05-02,352 E Melrose AVE,Hunter Regency Court Properties Llc,2201 Main Street,Evanston,IL,60202,Tracey B Walker,1200 Rolling Ridge Way - Office,47403,,Condo,1,,1,5,"",""
8521,2001-08-13,2021-09-25,354 E Melrose AVE,Hunter Regency Court Properties Llc,2201 Main Street,Evanston,IL,60202,Tracey B Walker,1200 Rolling Ridge Way - Office,47403,,Condo,1,,1,5,"",""
8522,2001-08-13,2021-09-25,356 E Melrose AVE,Hunter Regency Court Properties Llc,2201 Main Street,Evanston,IL,60202,Tracey B Walker,1200 Rolling Ridge Way - Office,47403,,Condo,1,,1,5,"",""
8523,2001-08-13,2021-09-25,358 E Melrose AVE,Hunter Regency Court Properties Llc,2201 Main Street,Evanston,IL,60202,Tracey B Walker,1200 Rolling Ridge Way - Office,47403,,Condo,1,,1,5,"",""
8524,2001-08-13,2023-05-02,360 E Melrose AVE,Hunter Regency Court Properties Llc,2201 Main Street,Evanston,IL,60202,Tracey B Walker,1200 Rolling Ridge Way - Office,47403,,Condo,1,,1,5,"",""
8525,2001-08-13,2021-09-25,362 E Melrose AVE,Hunter Regency Court Properties Llc,2201 Main Street,Evanston,IL,60202,Tracey B Walker,1200 Rolling Ridge Way - Office,47403,,Condo,1,,1,5,"",""
8526,2001-08-13,2023-08-10,364 E Melrose AVE,Hunter Regency Court Properties Llc,2201 Main Street,Evanston,IL,60202,Tracey B Walker,1200 Rolling Ridge Way - Office,47403,,Condo,1,,1,5,"",""
8527,2001-08-13,2023-05-02,366 E Melrose AVE,Hunter Regency Court Properties Llc,2201 Main Street,Evanston,IL,60202,Tracey B Walker,1200 Rolling Ridge Way - Office,47403,,Condo,1,,1,5,"",""
8528,2001-08-13,2023-05-02,368 E Melrose AVE,Hunter Regency Court Properties Llc,2201 Main Street,Evanston,IL,60202,Tracey B Walker,1200 Rolling Ridge Way - Office,47403,,Condo,1,,1,5,"",""
8529,2001-08-13,2021-09-25,370 E Melrose AVE,Hunter Regency Court Properties Llc,2201 Main Street,Evanston,IL,60202,Tracey B Walker,1200 Rolling Ridge Way - Office,47403,,Condo,1,,1,5,"",""
8530,2001-08-13,2023-05-02,372 E Melrose AVE,Hunter Regency Court Properties Llc,2201 Main Street,Evanston,IL,60202,Tracey B Walker,1200 Rolling Ridge Way - Office,47403,,Condo,1,,1,5,"",""
8531,2001-08-13,2023-12-21,374 E Melrose AVE,Hunter Regency Court Properties Llc,2201 Main Street,Evanston,IL,60202,Tracey B Walker,1200 Rolling Ridge Way - Office,47403,Single-Family,Condo,1,,1,5,"",""
8532,2001-08-31,2023-12-21,376 E Melrose AVE,Hunter Regency Court Properties Llc,2201 Main Street,Evanston,IL,60202,Tracey B Walker,1200 Rolling Ridge Way - Office,47403,Single-Family,Condo,1,,1,5,"",""
8533,2001-08-13,2023-09-25,378 E Melrose AVE,Hunter Regency Court Properties Llc,2201 Main Street,Evanston,IL,60202,Tracey B Walker,1200 Rolling Ridge Way - Office,47403,Single-Family,Condo,1,,1,5,"",""
8536,1998-01-09,2022-02-22,404 E Melrose AVE,Hunter Regency Court Properties Llc,2201 Main Street,Evanston,IL,60202,Tracey B Walker,1200 Rolling Ridge Way - Office,47403,Single-Family,Condo,1,,4,5,"",""
8537,1998-01-09,2023-12-21,406 E Melrose AVE,Hunter Regency Court Properties Llc,2201 Main Street,Evanston,IL,60202,Tracey B Walker,1200 Rolling Ridge Way - Office,47403,Single-Family,Condo,1,,4,5,"",""
8538,1998-01-09,2023-04-18,408 E Melrose AVE,Hunter Regency Court Properties Llc,2201 Main Street,Evanston,IL,60202,Tracey B Walker,1200 Rolling Ridge Way - Office,47403,Single-Family,Condo,1,,4,5,"",""
8539,1998-01-09,2023-12-21,410 E Melrose AVE,Hunter Regency Court Properties Llc,2201 Main Street,Evanston,IL,60202,Tracey B Walker,1200 Rolling Ridge Way - Office,47403,Single-Family,Condo,1,,4,5,"",""
8540,1998-01-09,2022-02-22,412 E Melrose AVE,Hunter Regency Court Properties Llc,2201 Main Street,Evanston,IL,60202,Tracey B Walker,1200 Rolling Ridge Way - Office,47403,Single-Family,Condo,1,,4,5,"",""
9443,2010-09-03,2023-03-09,1224 N Madison ST,Ronald K. Baugh,2511 N. Fritz Dr.,Bloomington,IN,47408,No Agent,,,Single-Family,House,1,,1,5,"",""
9462,2010-12-17,2023-03-23,1408 E Hillside DR,"Deckard Homes & Apartments - Deckard,  Richard E",Po Box 110,Bloomington,IN,47402,No Agent,,,Single-Family,House,1,,3,3,"",""
9162,2009-08-11,2021-11-28,1252 N Lismore DR,"Crescent Pointe Housing Partners, L.P.","3333 Founders Road, Suite 120",Indianapolis,IN,46268,"Crestline Property Management, Llc","3333 Founders Road, Suite 120",46268,Single-Family,,1,,3,3,"",""
9473,2010-08-30,2024-03-15,789 E Sherwood Hills DR,Anna Stanley,1468 N Hartstrait Rod,Bloomington,IN,47404,Mackie Properties,P.O. Box 236,47429,Single-Family,,1,,2,5,"",""
9136,2009-08-11,2021-11-28,1761 W Marquis DR,"Crescent Pointe Housing Partners, L.P.","3333 Founders Road, Suite 120",Indianapolis,IN,46268,"Crestline Property Management, Llc","3333 Founders Road, Suite 120",46268,Single-Family,,1,,2,3,"",""
9094,2009-08-11,2022-03-31,1811 W Marquis DR,"Crescent Pointe Housing Partners, L.P.","3333 Founders Road, Suite 120",Indianapolis,IN,46268,"Crestline Property Management, Llc","3333 Founders Road, Suite 120",46268,Single-Family,,1,,2,3,"",""
9475,2010-08-31,2021-11-28,365 S Madison ST,"Snow, Trevor","4200 N. Carlin Springs Road, Apt. 529",Arlington,VA,22203,Mackie Properties,P.O. Box 236,47429,Single-Family,House,1,,2,5,"",""
9161,2009-08-11,2021-11-28,1324 N Crescent RD,"Crescent Pointe Housing Partners, L.P.","3333 Founders Road, Suite 120",Indianapolis,IN,46268,"Crestline Property Management, Llc","3333 Founders Road, Suite 120",46268,Multi-Family,,1,,3,3,"",""
9161,2009-08-11,2021-11-28,1324 N Crescent RD,"Crescent Pointe Housing Partners, L.P.","3333 Founders Road, Suite 120",Indianapolis,IN,46268,"Crestline Property Management, Llc","3333 Founders Road, Suite 120",46268,Multi-Family,,1,,3,3,"",""
9097,2009-08-11,2021-11-28,1250 N Crescent RD,"Crescent Pointe Housing Partners, L.P.","3333 Founders Road, Suite 120",Indianapolis,IN,46268,"Crestline Property Management, Llc","3333 Founders Road, Suite 120",46268,Single-Family,,1,,4,3,"",""
